data,preco_fechamento,hv_20d,zscore_vol,tsmom_1m,tsmom_3m,tsmom_composite,iv_puts,vrp_puts,hedge_ativo
2026-06-18,17.44,0.2118,-0.72,0.0029,-0.0748,-0.1698,0.2490,0.0410,1
